"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","participant_id","responses","block","stim_onset","match_type","image_category","sound_category","audio_type","phase","correct"
"3389.2200000118464","<p>Use KEYBOARD 2 (match LEFT)</p><p>Press MATCH to continue.</p>","65","html-keyboard-response","0","3391","0.0-0.0","longtest","","","","","","","","",""
"8982.164999993984","","","survey-text","1","12379","0.0-1.0","longtest","{""Q0"":""longtest""}","","","","","","","",""
"2199.0249999944353","<p>Thank you for agreeing to participate in this study.</p><p>If during any part of the procedure you must stop for any reason, please inform the researcher that you do not wish to continue.</p>","13","html-keyboard-response","2","14582","0.0-2.0","longtest","","","","","","","","",""
"1078.1850000057602","<p>In this experiment, you will hear various words or sounds and see pictures of various animals and objects.</p><p>Most of the images will be of common everyday objects, such as cars, cats, cows, firearms, frogs, chickens, whistles, trains, motorcycles, and dogs.</p><p>Some of the images will be real-life stills, while others will be cartoons.</p>","13","html-keyboard-response","3","15662","0.0-3.0","longtest","","","","","","","","",""
"407.3950000019977","<p>Sometimes, the word/sound will match the picture, for example you'll hear a meowing sound and see a cat.</p><p>Other times, the picture will not match the sound or word.</p><p>Your task is to decide as quickly as possible if the word/sound matches the picture or not. </p>","13","html-keyboard-response","4","16070","0.0-4.0","longtest","","","","","","","","",""
"351.0799999930896","<p>For example, if you hear the word ""cat"" or hear a meowing sound, and then see a picture of a cat, you should press the MATCH key.</p><p> If the sound and image do not match, press NON-MATCH.</p><p> Either key can be used to continue the experiment.</p><p> If you make a mistake, you will hear a buzzing sound.</p><p> Try to respond as quickly as possible, while making as few errors as possible. If you are making mistakes, you are probably rushing.</p>","13","html-keyboard-response","5","16422","0.0-5.0","longtest","","","","","","","","",""
"575.5300000018906","<p>During the experiment there will be some breaks during which you can rest your eyes.</p>","13","html-keyboard-response","6","16998","0.0-6.0","longtest","","","","","","","","",""
"375.1100000081351","<p>We will begin with 10 practice trials. Please let the experimenter know if you have any questions.</p>","13","html-keyboard-response","7","17374","0.0-7.0","longtest","","","","","","","","",""
"null","Sounds/cow_label.wav","null","audio-keyboard-response","8","18387","0.0-8.0-0.0","longtest","","0","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","9","19396","0.0-8.0-1.0","longtest","","0","","","","","","",""
"null","Images/frog_3.png","null","image-keyboard-response","10","19649","0.0-8.0-2.0","longtest","","0","1580682366550","non-match","frog","cow","label","practice","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","11","21653","0.0-8.0-3.0","longtest","","0","","","","","","",""
"null","Sounds/rooster_sound.wav","null","audio-keyboard-response","12","22347","0.0-8.0-0.1","longtest","","0","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","13","23346","0.0-8.0-1.1","longtest","","0","","","","","","",""
"null","Images/cat_3.png","null","image-keyboard-response","14","23599","0.0-8.0-2.1","longtest","","0","1580682370500","non-match","cat","rooster","sound","practice","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","15","25606","0.0-8.0-3.1","longtest","","0","","","","","","",""
"null","Sounds/cat_label.wav","null","audio-keyboard-response","16","26427","0.0-8.0-0.2","longtest","","0","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","17","27430","0.0-8.0-1.2","longtest","","0","","","","","","",""
"null","Images/car_orig.png","null","image-keyboard-response","18","27684","0.0-8.0-2.2","longtest","","0","1580682374583","non-match","car","cat","label","practice","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","19","29699","0.0-8.0-3.2","longtest","","0","","","","","","",""
"null","Sounds/cat_sound.wav","null","audio-keyboard-response","20","30527","0.0-8.0-0.3","longtest","","0","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","21","31530","0.0-8.0-1.3","longtest","","0","","","","","","",""
"null","Images/motorcycle_3.png","null","image-keyboard-response","22","31782","0.0-8.0-2.3","longtest","","0","1580682378683","non-match","motorcycle","cat","sound","practice","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","23","33799","0.0-8.0-3.3","longtest","","0","","","","","","",""
"null","Sounds/frog_label.wav","null","audio-keyboard-response","24","34707","0.0-8.0-0.4","longtest","","0","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","25","35713","0.0-8.0-1.4","longtest","","0","","","","","","",""
"null","Images/frog_cartoon.png","null","image-keyboard-response","26","35966","0.0-8.0-2.4","longtest","","0","1580682382866","match","frog","frog","label","practice","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","27","37971","0.0-8.0-3.4","longtest","","0","","","","","","",""
"null","Sounds/car_label.wav","null","audio-keyboard-response","28","39047","0.0-8.0-0.5","longtest","","0","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","29","40047","0.0-8.0-1.5","longtest","","0","","","","","","",""
"null","Images/car_1.png","null","image-keyboard-response","30","40300","0.0-8.0-2.5","longtest","","0","1580682387200","match","car","car","label","practice","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","31","42318","0.0-8.0-3.5","longtest","","0","","","","","","",""
"null","Sounds/train_sound.wav","null","audio-keyboard-response","32","43607","0.0-8.0-0.6","longtest","","0","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","33","44613","0.0-8.0-1.6","longtest","","0","","","","","","",""
"null","Images/rooster_2.png","null","image-keyboard-response","34","44866","0.0-8.0-2.6","longtest","","0","1580682391766","non-match","rooster","train","sound","practice","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","35","46869","0.0-8.0-3.6","longtest","","0","","","","","","",""
"null","Sounds/car_sound.wav","null","audio-keyboard-response","36","47947","0.0-8.0-0.7","longtest","","0","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","37","48947","0.0-8.0-1.7","longtest","","0","","","","","","",""
"null","Images/car_3.png","null","image-keyboard-response","38","49200","0.0-8.0-2.7","longtest","","0","1580682396100","match","car","car","sound","practice","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","39","51219","0.0-8.0-3.7","longtest","","0","","","","","","",""
"null","Sounds/cat_sound.wav","null","audio-keyboard-response","40","52047","0.0-8.0-0.8","longtest","","0","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","41","53047","0.0-8.0-1.8","longtest","","0","","","","","","",""
"null","Images/dog_cartoon.png","null","image-keyboard-response","42","53301","0.0-8.0-2.8","longtest","","0","1580682400201","non-match","dog","cat","sound","practice","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","43","55316","0.0-8.0-3.8","longtest","","0","","","","","","",""
"null","Sounds/rooster_sound.wav","null","audio-keyboard-response","44","56008","0.0-8.0-0.9","longtest","","0","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","45","57014","0.0-8.0-1.9","longtest","","0","","","","","","",""
"null","Images/cow_2.png","null","image-keyboard-response","46","57267","0.0-8.0-2.9","longtest","","0","1580682404167","non-match","cow","rooster","sound","practice","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","47","59271","0.0-8.0-3.9","longtest","","0","","","","","","",""
"1686.7249999922933","<p>The rest of the experiment is divided into five blocks with 100 trials in each block. It will take about 45 minutes to complete.</p>","13","html-keyboard-response","48","60959","0.0-9.0","longtest","","","","","","","","",""
"655.045000006794","<p>Remember, please do not to move or blink your eyes during the presentation of the images. </p><p>At the end of the experiment, we will show you your scores on the task so you can see how you did.</p><p>The experiment will start on the next screen.</p>","13","html-keyboard-response","49","61615","0.0-10.0","longtest","","","","","","","","",""
"null","Sounds/rooster_sound.wav","null","audio-keyboard-response","50","64287","0.0-11.0-0.0","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","51","65298","0.0-11.0-1.0","longtest","","1","","","","","","",""
"null","Images/rooster_1.png","null","image-keyboard-response","52","65550","0.0-11.0-2.0","longtest","","1","1580682412451","match","rooster","rooster","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","53","67555","0.0-11.0-3.0","longtest","","1","","","","","","",""
"null","Sounds/motorcycle_label.wav","null","audio-keyboard-response","54","68688","0.0-11.0-0.1","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","55","69698","0.0-11.0-1.1","longtest","","1","","","","","","",""
"null","Images/dog_1.png","null","image-keyboard-response","56","69965","0.0-11.0-2.1","longtest","","1","1580682416851","non-match","dog","motorcycle","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","57","71972","0.0-11.0-3.1","longtest","","1","","","","","","",""
"null","Sounds/gun_sound.wav","null","audio-keyboard-response","58","72548","0.0-11.0-0.2","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","59","73548","0.0-11.0-1.2","longtest","","1","","","","","","",""
"null","Images/gun_3.png","null","image-keyboard-response","60","73801","0.0-11.0-2.2","longtest","","1","1580682420701","match","gun","gun","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","61","75817","0.0-11.0-3.2","longtest","","1","","","","","","",""
"null","Sounds/rooster_sound.wav","null","audio-keyboard-response","62","76487","0.0-11.0-0.3","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","63","77498","0.0-11.0-1.3","longtest","","1","","","","","","",""
"null","Images/rooster_3.png","null","image-keyboard-response","64","77764","0.0-11.0-2.3","longtest","","1","1580682424651","match","rooster","rooster","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","65","79770","0.0-11.0-3.3","longtest","","1","","","","","","",""
"null","Sounds/car_sound.wav","null","audio-keyboard-response","66","80847","0.0-11.0-0.4","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","67","81848","0.0-11.0-1.4","longtest","","1","","","","","","",""
"null","Images/cat_3.png","null","image-keyboard-response","68","82100","0.0-11.0-2.4","longtest","","1","1580682429001","non-match","cat","car","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","69","84120","0.0-11.0-3.4","longtest","","1","","","","","","",""
"null","Sounds/whistle_label.wav","null","audio-keyboard-response","70","84827","0.0-11.0-0.5","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","71","85831","0.0-11.0-1.5","longtest","","1","","","","","","",""
"null","Images/car_3.png","null","image-keyboard-response","72","86085","0.0-11.0-2.5","longtest","","1","1580682432984","non-match","car","whistle","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","73","88089","0.0-11.0-3.5","longtest","","1","","","","","","",""
"null","Sounds/train_label.wav","null","audio-keyboard-response","74","89368","0.0-11.0-0.6","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","75","90364","0.0-11.0-1.6","longtest","","1","","","","","","",""
"null","Images/train_2.png","null","image-keyboard-response","76","90618","0.0-11.0-2.6","longtest","","1","1580682437518","match","train","train","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","77","92620","0.0-11.0-3.6","longtest","","1","","","","","","",""
"null","Sounds/cow_sound.wav","null","audio-keyboard-response","78","93647","0.0-11.0-0.7","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","79","94648","0.0-11.0-1.7","longtest","","1","","","","","","",""
"null","Images/motorcycle_3.png","null","image-keyboard-response","80","94901","0.0-11.0-2.7","longtest","","1","1580682441801","non-match","motorcycle","cow","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","81","96917","0.0-11.0-3.7","longtest","","1","","","","","","",""
"null","Sounds/whistle_sound.wav","null","audio-keyboard-response","82","97607","0.0-11.0-0.8","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","83","98615","0.0-11.0-1.8","longtest","","1","","","","","","",""
"null","Images/dog_orig.png","null","image-keyboard-response","84","98867","0.0-11.0-2.8","longtest","","1","1580682445768","non-match","dog","whistle","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","85","100884","0.0-11.0-3.8","longtest","","1","","","","","","",""
"null","Sounds/frog_sound.wav","null","audio-keyboard-response","86","101787","0.0-11.0-0.9","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","87","102798","0.0-11.0-1.9","longtest","","1","","","","","","",""
"null","Images/cat_orig.png","null","image-keyboard-response","88","103051","0.0-11.0-2.9","longtest","","1","1580682449954","non-match","cat","frog","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","89","105054","0.0-11.0-3.9","longtest","","1","","","","","","",""
"null","Sounds/cat_sound.wav","null","audio-keyboard-response","90","105887","0.0-11.0-0.10","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","91","106881","0.0-11.0-1.10","longtest","","1","","","","","","",""
"null","Images/gun_orig.png","null","image-keyboard-response","92","107134","0.0-11.0-2.10","longtest","","1","1580682454035","non-match","gun","cat","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","93","109137","0.0-11.0-3.10","longtest","","1","","","","","","",""
"null","Sounds/train_sound.wav","null","audio-keyboard-response","94","110427","0.0-11.0-0.11","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","95","111432","0.0-11.0-1.11","longtest","","1","","","","","","",""
"null","Images/train_1.png","null","image-keyboard-response","96","111686","0.0-11.0-2.11","longtest","","1","1580682458585","match","train","train","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","97","113704","0.0-11.0-3.11","longtest","","1","","","","","","",""
"null","Sounds/train_label.wav","null","audio-keyboard-response","98","114988","0.0-11.0-0.12","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","99","115999","0.0-11.0-1.12","longtest","","1","","","","","","",""
"null","Images/car_cartoon.png","null","image-keyboard-response","100","116252","0.0-11.0-2.12","longtest","","1","1580682463152","non-match","car","train","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","101","118255","0.0-11.0-3.12","longtest","","1","","","","","","",""
"null","Sounds/car_sound.wav","null","audio-keyboard-response","102","119328","0.0-11.0-0.13","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","103","120332","0.0-11.0-1.13","longtest","","1","","","","","","",""
"null","Images/car_1.png","null","image-keyboard-response","104","120585","0.0-11.0-2.13","longtest","","1","1580682467485","match","car","car","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","105","122602","0.0-11.0-3.13","longtest","","1","","","","","","",""
"null","Sounds/motorcycle_sound.wav","null","audio-keyboard-response","106","123728","0.0-11.0-0.14","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","107","124732","0.0-11.0-1.14","longtest","","1","","","","","","",""
"null","Images/train_3.png","null","image-keyboard-response","108","124986","0.0-11.0-2.14","longtest","","1","1580682471885","non-match","train","motorcycle","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","109","127002","0.0-11.0-3.14","longtest","","1","","","","","","",""
"null","Sounds/cow_sound.wav","null","audio-keyboard-response","110","128028","0.0-11.0-0.15","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","111","129032","0.0-11.0-1.15","longtest","","1","","","","","","",""
"null","Images/cat_1.png","null","image-keyboard-response","112","129284","0.0-11.0-2.15","longtest","","1","1580682476185","non-match","cat","cow","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","113","131289","0.0-11.0-3.15","longtest","","1","","","","","","",""
"null","Sounds/cow_label.wav","null","audio-keyboard-response","114","132308","0.0-11.0-0.16","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","115","133315","0.0-11.0-1.16","longtest","","1","","","","","","",""
"null","Images/cow_cartoon.png","null","image-keyboard-response","116","133568","0.0-11.0-2.16","longtest","","1","1580682480469","match","cow","cow","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","117","135585","0.0-11.0-3.16","longtest","","1","","","","","","",""
"null","Sounds/frog_sound.wav","null","audio-keyboard-response","118","136488","0.0-11.0-0.17","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","119","137482","0.0-11.0-1.17","longtest","","1","","","","","","",""
"null","Images/frog_3.png","null","image-keyboard-response","120","137735","0.0-11.0-2.17","longtest","","1","1580682484636","match","frog","frog","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","121","139738","0.0-11.0-3.17","longtest","","1","","","","","","",""
"null","Sounds/dog_label.wav","null","audio-keyboard-response","122","140408","0.0-11.0-0.18","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","123","141416","0.0-11.0-1.18","longtest","","1","","","","","","",""
"null","Images/frog_2.png","null","image-keyboard-response","124","141670","0.0-11.0-2.18","longtest","","1","1580682488569","non-match","frog","dog","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","125","143687","0.0-11.0-3.18","longtest","","1","","","","","","",""
"null","Sounds/dog_sound.wav","null","audio-keyboard-response","126","144388","0.0-11.0-0.19","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","127","145399","0.0-11.0-1.19","longtest","","1","","","","","","",""
"null","Images/dog_orig.png","null","image-keyboard-response","128","145652","0.0-11.0-2.19","longtest","","1","1580682492552","match","dog","dog","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","129","147655","0.0-11.0-3.19","longtest","","1","","","","","","",""
"null","Sounds/train_label.wav","null","audio-keyboard-response","130","148928","0.0-11.0-0.20","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","131","149932","0.0-11.0-1.20","longtest","","1","","","","","","",""
"null","Images/whistle_2.png","null","image-keyboard-response","132","150186","0.0-11.0-2.20","longtest","","1","1580682497086","non-match","whistle","train","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","133","152203","0.0-11.0-3.20","longtest","","1","","","","","","",""
"null","Sounds/whistle_label.wav","null","audio-keyboard-response","134","152908","0.0-11.0-0.21","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","135","153916","0.0-11.0-1.21","longtest","","1","","","","","","",""
"null","Images/whistle_cartoon.png","null","image-keyboard-response","136","154168","0.0-11.0-2.21","longtest","","1","1580682501069","match","whistle","whistle","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","137","156171","0.0-11.0-3.21","longtest","","1","","","","","","",""
"null","Sounds/motorcycle_label.wav","null","audio-keyboard-response","138","157308","0.0-11.0-0.22","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","139","158316","0.0-11.0-1.22","longtest","","1","","","","","","",""
"null","Images/gun_3.png","null","image-keyboard-response","140","158568","0.0-11.0-2.22","longtest","","1","1580682505469","non-match","gun","motorcycle","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","141","160572","0.0-11.0-3.22","longtest","","1","","","","","","",""
"null","Sounds/motorcycle_label.wav","null","audio-keyboard-response","142","161668","0.0-11.0-0.23","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","143","162666","0.0-11.0-1.23","longtest","","1","","","","","","",""
"null","Images/motorcycle_cartoon.png","null","image-keyboard-response","144","162918","0.0-11.0-2.23","longtest","","1","1580682509819","match","motorcycle","motorcycle","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","145","164922","0.0-11.0-3.23","longtest","","1","","","","","","",""
"null","Sounds/motorcycle_sound.wav","null","audio-keyboard-response","146","166048","0.0-11.0-0.24","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","147","167099","0.0-11.0-1.24","longtest","","1","","","","","","",""
"null","Images/motorcycle_1.png","null","image-keyboard-response","148","167352","0.0-11.0-2.24","longtest","","1","1580682514252","match","motorcycle","motorcycle","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","149","169356","0.0-11.0-3.24","longtest","","1","","","","","","",""
"null","Sounds/cow_label.wav","null","audio-keyboard-response","150","170368","0.0-11.0-0.25","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","151","171366","0.0-11.0-1.25","longtest","","1","","","","","","",""
"null","Images/cow_orig.png","null","image-keyboard-response","152","171619","0.0-11.0-2.25","longtest","","1","1580682518519","match","cow","cow","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","153","173623","0.0-11.0-3.25","longtest","","1","","","","","","",""
"null","Sounds/motorcycle_sound.wav","null","audio-keyboard-response","154","174708","0.0-11.0-0.26","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","155","175716","0.0-11.0-1.26","longtest","","1","","","","","","",""
"null","Images/whistle_cartoon.png","null","image-keyboard-response","156","175969","0.0-11.0-2.26","longtest","","1","1580682522869","non-match","whistle","motorcycle","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","157","177987","0.0-11.0-3.26","longtest","","1","","","","","","",""
"null","Sounds/train_sound.wav","null","audio-keyboard-response","158","179288","0.0-11.0-0.27","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","159","180300","0.0-11.0-1.27","longtest","","1","","","","","","",""
"null","Images/train_cartoon.png","null","image-keyboard-response","160","180553","0.0-11.0-2.27","longtest","","1","1580682527453","match","train","train","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","161","182571","0.0-11.0-3.27","longtest","","1","","","","","","",""
"null","Sounds/cow_sound.wav","null","audio-keyboard-response","162","183608","0.0-11.0-0.28","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","163","184616","0.0-11.0-1.28","longtest","","1","","","","","","",""
"null","Images/gun_2.png","null","image-keyboard-response","164","184869","0.0-11.0-2.28","longtest","","1","1580682531769","non-match","gun","cow","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","165","186887","0.0-11.0-3.28","longtest","","1","","","","","","",""
"null","Sounds/car_label.wav","null","audio-keyboard-response","166","187968","0.0-11.0-0.29","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","167","188966","0.0-11.0-1.29","longtest","","1","","","","","","",""
"null","Images/train_cartoon.png","null","image-keyboard-response","168","189222","0.0-11.0-2.29","longtest","","1","1580682536120","non-match","train","car","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","169","191238","0.0-11.0-3.29","longtest","","1","","","","","","",""
"null","Sounds/rooster_label.wav","null","audio-keyboard-response","170","191928","0.0-11.0-0.30","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","171","192933","0.0-11.0-1.30","longtest","","1","","","","","","",""
"null","Images/car_orig.png","null","image-keyboard-response","172","193186","0.0-11.0-2.30","longtest","","1","1580682540087","non-match","car","rooster","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","173","195203","0.0-11.0-3.30","longtest","","1","","","","","","",""
"null","Sounds/rooster_sound.wav","null","audio-keyboard-response","174","195908","0.0-11.0-0.31","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","175","196916","0.0-11.0-1.31","longtest","","1","","","","","","",""
"null","Images/rooster_cartoon.png","null","image-keyboard-response","176","197169","0.0-11.0-2.31","longtest","","1","1580682544070","match","rooster","rooster","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","177","199173","0.0-11.0-3.31","longtest","","1","","","","","","",""
"null","Sounds/gun_label.wav","null","audio-keyboard-response","178","199748","0.0-11.0-0.32","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","179","200766","0.0-11.0-1.32","longtest","","1","","","","","","",""
"null","Images/gun_2.png","null","image-keyboard-response","180","201019","0.0-11.0-2.32","longtest","","1","1580682547920","match","gun","gun","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","181","203023","0.0-11.0-3.32","longtest","","1","","","","","","",""
"null","Sounds/car_label.wav","null","audio-keyboard-response","182","204068","0.0-11.0-0.33","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","183","205067","0.0-11.0-1.33","longtest","","1","","","","","","",""
"null","Images/car_orig.png","null","image-keyboard-response","184","205320","0.0-11.0-2.33","longtest","","1","1580682552220","match","car","car","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","185","207338","0.0-11.0-3.33","longtest","","1","","","","","","",""
"null","Sounds/cow_label.wav","null","audio-keyboard-response","186","208368","0.0-11.0-0.34","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","187","209366","0.0-11.0-1.34","longtest","","1","","","","","","",""
"null","Images/cow_3.png","null","image-keyboard-response","188","209619","0.0-11.0-2.34","longtest","","1","1580682556520","match","cow","cow","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","189","211623","0.0-11.0-3.34","longtest","","1","","","","","","",""
"null","Sounds/cow_sound.wav","null","audio-keyboard-response","190","212648","0.0-11.0-0.35","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","191","213667","0.0-11.0-1.35","longtest","","1","","","","","","",""
"null","Images/cow_1.png","null","image-keyboard-response","192","213919","0.0-11.0-2.35","longtest","","1","1580682560820","match","cow","cow","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","193","215923","0.0-11.0-3.35","longtest","","1","","","","","","",""
"null","Sounds/whistle_label.wav","null","audio-keyboard-response","194","216628","0.0-11.0-0.36","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","195","217633","0.0-11.0-1.36","longtest","","1","","","","","","",""
"null","Images/whistle_1.png","null","image-keyboard-response","196","217886","0.0-11.0-2.36","longtest","","1","1580682564786","match","whistle","whistle","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","197","219891","0.0-11.0-3.36","longtest","","1","","","","","","",""
"null","Sounds/whistle_label.wav","null","audio-keyboard-response","198","220568","0.0-11.0-0.37","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","199","221567","0.0-11.0-1.37","longtest","","1","","","","","","",""
"null","Images/train_2.png","null","image-keyboard-response","200","221820","0.0-11.0-2.37","longtest","","1","1580682568720","non-match","train","whistle","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","201","223823","0.0-11.0-3.37","longtest","","1","","","","","","",""
"null","Sounds/motorcycle_label.wav","null","audio-keyboard-response","202","224968","0.0-11.0-0.38","longtest","","1","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","203","225967","0.0-11.0-1.38","longtest","","1","","","","","","",""
"null","Images/motorcycle_2.png","null","image-keyboard-response","204","226220","0.0-11.0-2.38","longtest","","1","1580682573120","match","motorcycle","motorcycle","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","205","228223","0.0-11.0-3.38","longtest","","1","","","","","","",""
