"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","participant_id","responses","block","stim_onset","match_type","image_category","sound_category","audio_type","phase","correct"
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1081","1140299","0.0-15.0-1.57","longtest","","3","","","","","","",""
"null","Images/frog_2.png","null","image-keyboard-response","1082","1140552","0.0-15.0-2.57","longtest","","3","1580683487452","match","frog","frog","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1083","1142570","0.0-15.0-3.57","longtest","","3","","","","","","",""
"null","Sounds/rooster_label.wav","null","audio-keyboard-response","1084","1143275","0.0-15.0-0.58","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1085","1144283","0.0-15.0-1.58","longtest","","3","","","","","","",""
"null","Images/rooster_1.png","null","image-keyboard-response","1086","1144535","0.0-15.0-2.58","longtest","","3","1580683491436","match","rooster","rooster","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1087","1146539","0.0-15.0-3.58","longtest","","3","","","","","","",""
"null","Sounds/car_label.wav","null","audio-keyboard-response","1088","1147615","0.0-15.0-0.59","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1089","1148650","0.0-15.0-1.59","longtest","","3","","","","","","",""
"null","Images/car_orig.png","null","image-keyboard-response","1090","1148905","0.0-15.0-2.59","longtest","","3","1580683495803","match","car","car","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1091","1150921","0.0-15.0-3.59","longtest","","3","","","","","","",""
"null","Sounds/rooster_label.wav","null","audio-keyboard-response","1092","1151595","0.0-15.0-0.60","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1093","1152600","0.0-15.0-1.60","longtest","","3","","","","","","",""
"null","Images/rooster_3.png","null","image-keyboard-response","1094","1152852","0.0-15.0-2.60","longtest","","3","1580683499753","match","rooster","rooster","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1095","1154856","0.0-15.0-3.60","longtest","","3","","","","","","",""
"null","Sounds/frog_sound.wav","null","audio-keyboard-response","1096","1155755","0.0-15.0-0.61","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1097","1156750","0.0-15.0-1.61","longtest","","3","","","","","","",""
"null","Images/rooster_2.png","null","image-keyboard-response","1098","1157003","0.0-15.0-2.61","longtest","","3","1580683503903","non-match","rooster","frog","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1099","1159021","0.0-15.0-3.61","longtest","","3","","","","","","",""
"null","Sounds/rooster_sound.wav","null","audio-keyboard-response","1100","1159715","0.0-15.0-0.62","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1101","1160750","0.0-15.0-1.62","longtest","","3","","","","","","",""
"null","Images/train_3.png","null","image-keyboard-response","1102","1161003","0.0-15.0-2.62","longtest","","3","1580683507903","non-match","train","rooster","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1103","1163007","0.0-15.0-3.62","longtest","","3","","","","","","",""
"null","Sounds/motorcycle_sound.wav","null","audio-keyboard-response","1104","1164135","0.0-15.0-0.63","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1105","1165133","0.0-15.0-1.63","longtest","","3","","","","","","",""
"null","Images/whistle_3.png","null","image-keyboard-response","1106","1165387","0.0-15.0-2.63","longtest","","3","1580683512286","non-match","whistle","motorcycle","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1107","1167389","0.0-15.0-3.63","longtest","","3","","","","","","",""
"null","Sounds/car_sound.wav","null","audio-keyboard-response","1108","1168475","0.0-15.0-0.64","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1109","1169483","0.0-15.0-1.64","longtest","","3","","","","","","",""
"null","Images/whistle_cartoon.png","null","image-keyboard-response","1110","1169736","0.0-15.0-2.64","longtest","","3","1580683516636","non-match","whistle","car","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1111","1171739","0.0-15.0-3.64","longtest","","3","","","","","","",""
"null","Sounds/gun_label.wav","null","audio-keyboard-response","1112","1172315","0.0-15.0-0.65","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1113","1173333","0.0-15.0-1.65","longtest","","3","","","","","","",""
"null","Images/gun_cartoon.png","null","image-keyboard-response","1114","1173586","0.0-15.0-2.65","longtest","","3","1580683520486","match","gun","gun","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1115","1175590","0.0-15.0-3.65","longtest","","3","","","","","","",""
"null","Sounds/gun_sound.wav","null","audio-keyboard-response","1116","1176175","0.0-15.0-0.66","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1117","1177183","0.0-15.0-1.66","longtest","","3","","","","","","",""
"null","Images/motorcycle_2.png","null","image-keyboard-response","1118","1177436","0.0-15.0-2.66","longtest","","3","1580683524336","non-match","motorcycle","gun","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1119","1179439","0.0-15.0-3.66","longtest","","3","","","","","","",""
"null","Sounds/train_sound.wav","null","audio-keyboard-response","1120","1180735","0.0-15.0-0.67","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1121","1181733","0.0-15.0-1.67","longtest","","3","","","","","","",""
"null","Images/train_cartoon.png","null","image-keyboard-response","1122","1181987","0.0-15.0-2.67","longtest","","3","1580683528887","match","train","train","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1123","1183991","0.0-15.0-3.67","longtest","","3","","","","","","",""
"null","Sounds/rooster_label.wav","null","audio-keyboard-response","1124","1184695","0.0-15.0-0.68","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1125","1185700","0.0-15.0-1.68","longtest","","3","","","","","","",""
"null","Images/dog_2.png","null","image-keyboard-response","1126","1185953","0.0-15.0-2.68","longtest","","3","1580683532853","non-match","dog","rooster","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1127","1187957","0.0-15.0-3.68","longtest","","3","","","","","","",""
"null","Sounds/gun_sound.wav","null","audio-keyboard-response","1128","1188515","0.0-15.0-0.69","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1129","1189533","0.0-15.0-1.69","longtest","","3","","","","","","",""
"null","Images/gun_orig.png","null","image-keyboard-response","1130","1189787","0.0-15.0-2.69","longtest","","3","1580683536687","match","gun","gun","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1131","1191799","0.0-15.0-3.69","longtest","","3","","","","","","",""
"null","Sounds/cat_sound.wav","null","audio-keyboard-response","1132","1192635","0.0-15.0-0.70","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1133","1193634","0.0-15.0-1.70","longtest","","3","","","","","","",""
"null","Images/train_cartoon.png","null","image-keyboard-response","1134","1193887","0.0-15.0-2.70","longtest","","3","1580683540787","non-match","train","cat","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1135","1195896","0.0-15.0-3.70","longtest","","3","","","","","","",""
"null","Sounds/car_sound.wav","null","audio-keyboard-response","1136","1196975","0.0-15.0-0.71","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1137","1197984","0.0-15.0-1.71","longtest","","3","","","","","","",""
"null","Images/cow_orig.png","null","image-keyboard-response","1138","1198237","0.0-15.0-2.71","longtest","","3","1580683545137","non-match","cow","car","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1139","1200240","0.0-15.0-3.71","longtest","","3","","","","","","",""
"null","Sounds/frog_sound.wav","null","audio-keyboard-response","1140","1201155","0.0-15.0-0.72","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1141","1202150","0.0-15.0-1.72","longtest","","3","","","","","","",""
"null","Images/frog_3.png","null","image-keyboard-response","1142","1202403","0.0-15.0-2.72","longtest","","3","1580683549304","match","frog","frog","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1143","1204422","0.0-15.0-3.72","longtest","","3","","","","","","",""
"null","Sounds/dog_label.wav","null","audio-keyboard-response","1144","1205076","0.0-15.0-0.73","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1145","1206084","0.0-15.0-1.73","longtest","","3","","","","","","",""
"null","Images/motorcycle_cartoon.png","null","image-keyboard-response","1146","1206337","0.0-15.0-2.73","longtest","","3","1580683553237","non-match","motorcycle","dog","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1147","1208355","0.0-15.0-3.73","longtest","","3","","","","","","",""
"null","Sounds/whistle_label.wav","null","audio-keyboard-response","1148","1209056","0.0-15.0-0.74","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1149","1210051","0.0-15.0-1.74","longtest","","3","","","","","","",""
"null","Images/train_orig.png","null","image-keyboard-response","1150","1210304","0.0-15.0-2.74","longtest","","3","1580683557204","non-match","train","whistle","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1151","1212307","0.0-15.0-3.74","longtest","","3","","","","","","",""
"null","Sounds/rooster_sound.wav","null","audio-keyboard-response","1152","1213016","0.0-15.0-0.75","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1153","1214034","0.0-15.0-1.75","longtest","","3","","","","","","",""
"null","Images/rooster_cartoon.png","null","image-keyboard-response","1154","1214287","0.0-15.0-2.75","longtest","","3","1580683561187","match","rooster","rooster","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1155","1216290","0.0-15.0-3.75","longtest","","3","","","","","","",""
"null","Sounds/frog_sound.wav","null","audio-keyboard-response","1156","1217176","0.0-15.0-0.76","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1157","1218184","0.0-15.0-1.76","longtest","","3","","","","","","",""
"null","Images/frog_cartoon.png","null","image-keyboard-response","1158","1218437","0.0-15.0-2.76","longtest","","3","1580683565337","match","frog","frog","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1159","1220442","0.0-15.0-3.76","longtest","","3","","","","","","",""
"null","Sounds/motorcycle_sound.wav","null","audio-keyboard-response","1160","1221556","0.0-15.0-0.77","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1161","1222568","0.0-15.0-1.77","longtest","","3","","","","","","",""
"null","Images/gun_2.png","null","image-keyboard-response","1162","1222821","0.0-15.0-2.77","longtest","","3","1580683569721","non-match","gun","motorcycle","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1163","1224839","0.0-15.0-3.77","longtest","","3","","","","","","",""
"null","Sounds/dog_sound.wav","null","audio-keyboard-response","1164","1225556","0.0-15.0-0.78","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1165","1226551","0.0-15.0-1.78","longtest","","3","","","","","","",""
"null","Images/car_1.png","null","image-keyboard-response","1166","1226804","0.0-15.0-2.78","longtest","","3","1580683573704","non-match","car","dog","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1167","1228822","0.0-15.0-3.78","longtest","","3","","","","","","",""
"null","Sounds/dog_label.wav","null","audio-keyboard-response","1168","1229476","0.0-15.0-0.79","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1169","1230484","0.0-15.0-1.79","longtest","","3","","","","","","",""
"null","Images/dog_2.png","null","image-keyboard-response","1170","1230738","0.0-15.0-2.79","longtest","","3","1580683577637","match","dog","dog","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1171","1232755","0.0-15.0-3.79","longtest","","3","","","","","","",""
"null","Sounds/car_label.wav","null","audio-keyboard-response","1172","1233836","0.0-15.0-0.80","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1173","1234834","0.0-15.0-1.80","longtest","","3","","","","","","",""
"null","Images/car_3.png","null","image-keyboard-response","1174","1235088","0.0-15.0-2.80","longtest","","3","1580683581988","match","car","car","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1175","1237105","0.0-15.0-3.80","longtest","","3","","","","","","",""
"null","Sounds/cat_sound.wav","null","audio-keyboard-response","1176","1237936","0.0-15.0-0.81","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1177","1238934","0.0-15.0-1.81","longtest","","3","","","","","","",""
"null","Images/cat_orig.png","null","image-keyboard-response","1178","1239202","0.0-15.0-2.81","longtest","","3","1580683586088","match","cat","cat","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1179","1241208","0.0-15.0-3.81","longtest","","3","","","","","","",""
"null","Sounds/whistle_label.wav","null","audio-keyboard-response","1180","1241916","0.0-15.0-0.82","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1181","1242919","0.0-15.0-1.82","longtest","","3","","","","","","",""
"null","Images/whistle_2.png","null","image-keyboard-response","1182","1243171","0.0-15.0-2.82","longtest","","3","1580683590071","match","whistle","whistle","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1183","1245188","0.0-15.0-3.82","longtest","","3","","","","","","",""
"null","Sounds/car_label.wav","null","audio-keyboard-response","1184","1246236","0.0-15.0-0.83","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1185","1247234","0.0-15.0-1.83","longtest","","3","","","","","","",""
"null","Images/train_1.png","null","image-keyboard-response","1186","1247488","0.0-15.0-2.83","longtest","","3","1580683594388","non-match","train","car","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1187","1249505","0.0-15.0-3.83","longtest","","3","","","","","","",""
"null","Sounds/cow_sound.wav","null","audio-keyboard-response","1188","1250536","0.0-15.0-0.84","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1189","1251535","0.0-15.0-1.84","longtest","","3","","","","","","",""
"null","Images/cow_1.png","null","image-keyboard-response","1190","1251788","0.0-15.0-2.84","longtest","","3","1580683598688","match","cow","cow","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1191","1253792","0.0-15.0-3.84","longtest","","3","","","","","","",""
"null","Sounds/cat_sound.wav","null","audio-keyboard-response","1192","1254596","0.0-15.0-0.85","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1193","1255601","0.0-15.0-1.85","longtest","","3","","","","","","",""
"null","Images/rooster_3.png","null","image-keyboard-response","1194","1255854","0.0-15.0-2.85","longtest","","3","1580683602754","non-match","rooster","cat","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1195","1257872","0.0-15.0-3.85","longtest","","3","","","","","","",""
"null","Sounds/car_sound.wav","null","audio-keyboard-response","1196","1258956","0.0-15.0-0.86","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1197","1259951","0.0-15.0-1.86","longtest","","3","","","","","","",""
"null","Images/motorcycle_orig.png","null","image-keyboard-response","1198","1260205","0.0-15.0-2.86","longtest","","3","1580683607104","non-match","motorcycle","car","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1199","1262222","0.0-15.0-3.86","longtest","","3","","","","","","",""
"null","Sounds/train_label.wav","null","audio-keyboard-response","1200","1263496","0.0-15.0-0.87","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1201","1264502","0.0-15.0-1.87","longtest","","3","","","","","","",""
"null","Images/frog_1.png","null","image-keyboard-response","1202","1264755","0.0-15.0-2.87","longtest","","3","1580683611655","non-match","frog","train","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1203","1266773","0.0-15.0-3.87","longtest","","3","","","","","","",""
"null","Sounds/motorcycle_sound.wav","null","audio-keyboard-response","1204","1267896","0.0-15.0-0.88","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1205","1268902","0.0-15.0-1.88","longtest","","3","","","","","","",""
"null","Images/cow_1.png","null","image-keyboard-response","1206","1269155","0.0-15.0-2.88","longtest","","3","1580683616055","non-match","cow","motorcycle","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1207","1271173","0.0-15.0-3.88","longtest","","3","","","","","","",""
"null","Sounds/cat_sound.wav","null","audio-keyboard-response","1208","1271976","0.0-15.0-0.89","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1209","1272985","0.0-15.0-1.89","longtest","","3","","","","","","",""
"null","Images/cat_1.png","null","image-keyboard-response","1210","1273239","0.0-15.0-2.89","longtest","","3","1580683620138","match","cat","cat","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1211","1275257","0.0-15.0-3.89","longtest","","3","","","","","","",""
"null","Sounds/frog_label.wav","null","audio-keyboard-response","1212","1276156","0.0-15.0-0.90","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1213","1277152","0.0-15.0-1.90","longtest","","3","","","","","","",""
"null","Images/cow_cartoon.png","null","image-keyboard-response","1214","1277405","0.0-15.0-2.90","longtest","","3","1580683624305","non-match","cow","frog","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1215","1279424","0.0-15.0-3.90","longtest","","3","","","","","","",""
"null","Sounds/cow_sound.wav","null","audio-keyboard-response","1216","1280456","0.0-15.0-0.91","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1217","1281452","0.0-15.0-1.91","longtest","","3","","","","","","",""
"null","Images/gun_cartoon.png","null","image-keyboard-response","1218","1281705","0.0-15.0-2.91","longtest","","3","1580683628605","non-match","gun","cow","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1219","1283708","0.0-15.0-3.91","longtest","","3","","","","","","",""
"null","Sounds/dog_label.wav","null","audio-keyboard-response","1220","1284376","0.0-15.0-0.92","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1221","1285385","0.0-15.0-1.92","longtest","","3","","","","","","",""
"null","Images/rooster_1.png","null","image-keyboard-response","1222","1285638","0.0-15.0-2.92","longtest","","3","1580683632539","non-match","rooster","dog","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1223","1287641","0.0-15.0-3.92","longtest","","3","","","","","","",""
"null","Sounds/car_sound.wav","null","audio-keyboard-response","1224","1288716","0.0-15.0-0.93","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1225","1289719","0.0-15.0-1.93","longtest","","3","","","","","","",""
"null","Images/frog_3.png","null","image-keyboard-response","1226","1289972","0.0-15.0-2.93","longtest","","3","1580683636872","non-match","frog","car","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1227","1291990","0.0-15.0-3.93","longtest","","3","","","","","","",""
"null","Sounds/rooster_label.wav","null","audio-keyboard-response","1228","1292696","0.0-15.0-0.94","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1229","1293702","0.0-15.0-1.94","longtest","","3","","","","","","",""
"null","Images/cat_2.png","null","image-keyboard-response","1230","1293954","0.0-15.0-2.94","longtest","","3","1580683640855","non-match","cat","rooster","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1231","1295973","0.0-15.0-3.94","longtest","","3","","","","","","",""
"null","Sounds/dog_label.wav","null","audio-keyboard-response","1232","1296596","0.0-15.0-0.95","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1233","1297602","0.0-15.0-1.95","longtest","","3","","","","","","",""
"null","Images/dog_1.png","null","image-keyboard-response","1234","1297855","0.0-15.0-2.95","longtest","","3","1580683644755","match","dog","dog","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1235","1299859","0.0-15.0-3.95","longtest","","3","","","","","","",""
"null","Sounds/gun_sound.wav","null","audio-keyboard-response","1236","1300436","0.0-15.0-0.96","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1237","1301436","0.0-15.0-1.96","longtest","","3","","","","","","",""
"null","Images/gun_3.png","null","image-keyboard-response","1238","1301689","0.0-15.0-2.96","longtest","","3","1580683648589","match","gun","gun","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1239","1303707","0.0-15.0-3.96","longtest","","3","","","","","","",""
"null","Sounds/motorcycle_label.wav","null","audio-keyboard-response","1240","1304856","0.0-15.0-0.97","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1241","1305852","0.0-15.0-1.97","longtest","","3","","","","","","",""
"null","Images/motorcycle_3.png","null","image-keyboard-response","1242","1306105","0.0-15.0-2.97","longtest","","3","1580683653006","match","motorcycle","motorcycle","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1243","1308110","0.0-15.0-3.97","longtest","","3","","","","","","",""
"null","Sounds/cow_sound.wav","null","audio-keyboard-response","1244","1309136","0.0-15.0-0.98","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1245","1310136","0.0-15.0-1.98","longtest","","3","","","","","","",""
"null","Images/cow_cartoon.png","null","image-keyboard-response","1246","1310389","0.0-15.0-2.98","longtest","","3","1580683657289","match","cow","cow","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1247","1312392","0.0-15.0-3.98","longtest","","3","","","","","","",""
"null","Sounds/gun_sound.wav","null","audio-keyboard-response","1248","1312936","0.0-15.0-0.99","longtest","","3","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1249","1313936","0.0-15.0-1.99","longtest","","3","","","","","","",""
"null","Images/whistle_orig.png","null","image-keyboard-response","1250","1314190","0.0-15.0-2.99","longtest","","3","1580683661089","non-match","whistle","gun","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1251","1316207","0.0-15.0-3.99","longtest","","3","","","","","","",""
"null","<p>Please take this opportunity to rest your eyes before proceeding.</p><p>When ready, press the enter key to continue to the next set of trials.</p>","null","html-keyboard-response","1252","1316702","0.0-16.0","longtest","","","","","","","","",""
"null","Sounds/motorcycle_label.wav","null","audio-keyboard-response","1253","1319836","0.0-17.0-0.0","longtest","","4","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1254","1320836","0.0-17.0-1.0","longtest","","4","","","","","","",""
"null","Images/whistle_cartoon.png","null","image-keyboard-response","1255","1321089","0.0-17.0-2.0","longtest","","4","1580683667989","non-match","whistle","motorcycle","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1256","1323107","0.0-17.0-3.0","longtest","","4","","","","","","",""
"null","Sounds/motorcycle_label.wav","null","audio-keyboard-response","1257","1324216","0.0-17.0-0.1","longtest","","4","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1258","1325219","0.0-17.0-1.1","longtest","","4","","","","","","",""
"null","Images/motorcycle_3.png","null","image-keyboard-response","1259","1325472","0.0-17.0-2.1","longtest","","4","1580683672372","match","motorcycle","motorcycle","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1260","1327489","0.0-17.0-3.1","longtest","","4","","","","","","",""
"null","Sounds/frog_sound.wav","null","audio-keyboard-response","1261","1328396","0.0-17.0-0.2","longtest","","4","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1262","1329402","0.0-17.0-1.2","longtest","","4","","","","","","",""
"null","Images/frog_2.png","null","image-keyboard-response","1263","1329656","0.0-17.0-2.2","longtest","","4","1580683676555","match","frog","frog","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1264","1331659","0.0-17.0-3.2","longtest","","4","","","","","","",""
"null","Sounds/dog_label.wav","null","audio-keyboard-response","1265","1332296","0.0-17.0-0.3","longtest","","4","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1266","1333302","0.0-17.0-1.3","longtest","","4","","","","","","",""
"null","Images/dog_1.png","null","image-keyboard-response","1267","1333556","0.0-17.0-2.3","longtest","","4","1580683680455","match","dog","dog","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1268","1335559","0.0-17.0-3.3","longtest","","4","","","","","","",""
"null","Sounds/rooster_sound.wav","null","audio-keyboard-response","1269","1336256","0.0-17.0-0.4","longtest","","4","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1270","1337252","0.0-17.0-1.4","longtest","","4","","","","","","",""
"null","Images/cat_2.png","null","image-keyboard-response","1271","1337506","0.0-17.0-2.4","longtest","","4","1580683684405","non-match","cat","rooster","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1272","1339509","0.0-17.0-3.4","longtest","","4","","","","","","",""
"null","Sounds/cow_label.wav","null","audio-keyboard-response","1273","1340536","0.0-17.0-0.5","longtest","","4","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1274","1341536","0.0-17.0-1.5","longtest","","4","","","","","","",""
"null","Images/train_2.png","null","image-keyboard-response","1275","1341789","0.0-17.0-2.5","longtest","","4","1580683688689","non-match","train","cow","label","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1276","1343792","0.0-17.0-3.5","longtest","","4","","","","","","",""
"null","Sounds/whistle_sound.wav","null","audio-keyboard-response","1277","1344496","0.0-17.0-0.6","longtest","","4","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1278","1345502","0.0-17.0-1.6","longtest","","4","","","","","","",""
"null","Images/whistle_2.png","null","image-keyboard-response","1279","1345755","0.0-17.0-2.6","longtest","","4","1580683692656","match","whistle","whistle","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1280","1347774","0.0-17.0-3.6","longtest","","4","","","","","","",""
"null","Sounds/cat_sound.wav","null","audio-keyboard-response","1281","1348616","0.0-17.0-0.7","longtest","","4","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1282","1349619","0.0-17.0-1.7","longtest","","4","","","","","","",""
"null","Images/car_orig.png","null","image-keyboard-response","1283","1349872","0.0-17.0-2.7","longtest","","4","1580683696772","non-match","car","cat","sound","test","false"
"null","Sounds/incorrect.wav","null","audio-keyboard-response","1284","1351889","0.0-17.0-3.7","longtest","","4","","","","","","",""
"null","Sounds/car_sound.wav","null","audio-keyboard-response","1285","1352976","0.0-17.0-0.8","longtest","","4","","","","","","",""
"null","<p style=""font-size: 48px;"">+</p>","null","html-keyboard-response","1286","1353986","0.0-17.0-1.8","longtest","","4","","","","","","",""
"null","Images/car_cartoon.png","null","image-keyboard-response","1287","1354239","0.0-17.0-2.8","longtest","","4","1580683701139","match","car","car","sound","test","false"
