"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","match_key","participant_id","stimulus","key_press","block","stim_onset","match_type","image_category","sound_category","audio_type","phase","correct"
"11932.62999993749","{""Q0"":""35""}","survey-text","0","11970","0.0-0.0","l","35","","","","","","","","","",""
"70767.55500002764","","html-keyboard-response","1","82750","0.0-1.0","l","35","<p>Use KEYBOARD 1 (match RIGHT)</p><p>Press MATCH to continue.</p>","76","","","","","","","",""
"1829933.2749999594","","html-keyboard-response","2","1912208","0.0-2.0","l","35","<p>Welcome to the experiment.</p>","39","","","","","","","",""
"9577.019999967888","","html-keyboard-response","3","1921790","0.0-3.0","l","35","<p>Thank you for agreeing to participate in this study.</p><p>If during any part of the procedure you must stop for any reason, please inform the researcher that you do not wish to continue.</p>","39","","","","","","","",""
"18814.755000174046","","html-keyboard-response","4","1940609","0.0-4.0","l","35","<p>In this experiment, you will hear various words or sounds and see pictures of various animals and objects.</p><p>Most of the images will be of common everyday objects, such as cars, cats, cows, firearms, frogs, chickens, whistles, trains, motorcycles, and dogs.</p><p>Some of the images will be real-life stills, while others will be cartoons.</p>","39","","","","","","","",""
"15503.144999966025","","html-keyboard-response","5","1956113","0.0-5.0","l","35","<p>Sometimes, the word/sound will match the picture, for example you'll hear a meowing sound and see a cat.</p><p>Other times, the picture will not match the sound or word.</p><p>Your task is to decide as quickly as possible if the word/sound matches the picture or not. </p>","39","","","","","","","",""
"12830.524999881163","","html-keyboard-response","6","1968945","0.0-6.0","l","35","<p>For example, if you hear the word ""cat"" or hear a meowing sound, and then see a picture of a cat, you should press the MATCH key.</p><p> If the sound and image do not match, press the NOT-MATCH key to indicate that there is not a match.</p>","39","","","","","","","",""
"20606.49500018917","","html-keyboard-response","7","1989553","0.0-7.0","l","35","<p>If you make a mistake, you will hear a buzzing sound instead of a more pleasant sound.</p><p> Try to respond as quickly as possible, while making as few errors as possible. If you are making mistakes, you are probably rushing.</p>","39","","","","","","","",""
"12111.049999948591","","html-keyboard-response","8","2001654","0.0-8.0","l","35","<p>Please try to not move or blink your eyes during the presentation of the images. You can move and blink between images.</p><p>During the experiment there will be some breaks during which you can rest your eyes.</p>","39","","","","","","","",""
"20446.805000072345","","html-keyboard-response","9","2022102","0.0-9.0","l","35","<p>We will begin with 10 practice trials. Please let the experimenter know if you have any questions.</p>","39","","","","","","","",""
"null","","audio-keyboard-response","10","2022880","0.0-10.0-0.0","l","35","Sounds/rooster_label.wav","null","0","","","","","","",""
"null","","html-keyboard-response","11","2023873","0.0-10.0-1.0","l","35","<p style=""font-size: 48px;"">+</p>","null","0","","","","","","",""
"4450.4249999299645","","image-keyboard-response","12","2028326","0.0-10.0-2.0","l","35","Images/train_3.png","65","0","1583087961251","non-match","train","rooster","label","practice","true"
"null","","audio-keyboard-response","13","2030332","0.0-10.0-3.0","l","35","Sounds/correct.wav","null","0","","","","","","",""
"null","","audio-keyboard-response","14","2031419","0.0-10.0-0.1","l","35","Sounds/car_sound.wav","null","0","","","","","","",""
"null","","html-keyboard-response","15","2032423","0.0-10.0-1.1","l","35","<p style=""font-size: 48px;"">+</p>","null","0","","","","","","",""
"1293.0900000501424","","image-keyboard-response","16","2033718","0.0-10.0-2.1","l","35","Images/car_1.png","76","0","1583087969801","match","car","car","sound","practice","true"
"null","","audio-keyboard-response","17","2035734","0.0-10.0-3.1","l","35","Sounds/correct.wav","null","0","","","","","","",""
"null","","audio-keyboard-response","18","2037019","0.0-10.0-0.2","l","35","Sounds/train_label.wav","null","0","","","","","","",""
"null","","html-keyboard-response","19","2038023","0.0-10.0-1.2","l","35","<p style=""font-size: 48px;"">+</p>","null","0","","","","","","",""
"1068.8400000799447","","image-keyboard-response","20","2039093","0.0-10.0-2.2","l","35","Images/train_cartoon.png","76","0","1583087975401","match","train","train","label","practice","true"
"null","","audio-keyboard-response","21","2041097","0.0-10.0-3.2","l","35","Sounds/correct.wav","null","0","","","","","","",""
"null","","audio-keyboard-response","22","2041939","0.0-10.0-0.3","l","35","Sounds/cat_label.wav","null","0","","","","","","",""
"null","","html-keyboard-response","23","2042956","0.0-10.0-1.3","l","35","<p style=""font-size: 48px;"">+</p>","null","0","","","","","","",""
"968.0500000249594","","image-keyboard-response","24","2043926","0.0-10.0-2.3","l","35","Images/cat_2.png","76","0","1583087980335","match","cat","cat","label","practice","true"
"null","","audio-keyboard-response","25","2045944","0.0-10.0-3.3","l","35","Sounds/correct.wav","null","0","","","","","","",""
"null","","audio-keyboard-response","26","2047059","0.0-10.0-0.4","l","35","Sounds/motorcycle_sound.wav","null","0","","","","","","",""
"null","","html-keyboard-response","27","2048057","0.0-10.0-1.4","l","35","<p style=""font-size: 48px;"">+</p>","null","0","","","","","","",""
"923.3999999705702","","image-keyboard-response","28","2048981","0.0-10.0-2.4","l","35","Images/motorcycle_3.png","76","0","1583087985435","match","motorcycle","motorcycle","sound","practice","true"
"null","","audio-keyboard-response","29","2050995","0.0-10.0-3.4","l","35","Sounds/correct.wav","null","0","","","","","","",""
"null","","audio-keyboard-response","30","2052299","0.0-10.0-0.5","l","35","Sounds/train_sound.wav","null","0","","","","","","",""
"null","","html-keyboard-response","31","2053290","0.0-10.0-1.5","l","35","<p style=""font-size: 48px;"">+</p>","null","0","","","","","","",""
"762.0650001335889","","image-keyboard-response","32","2054053","0.0-10.0-2.5","l","35","Images/frog_2.png","65","0","1583087990668","non-match","frog","train","sound","practice","true"
"null","","audio-keyboard-response","33","2056062","0.0-10.0-3.5","l","35","Sounds/correct.wav","null","0","","","","","","",""
"null","","audio-keyboard-response","34","2056639","0.0-10.0-0.6","l","35","Sounds/gun_sound.wav","null","0","","","","","","",""
"null","","html-keyboard-response","35","2057657","0.0-10.0-1.6","l","35","<p style=""font-size: 48px;"">+</p>","null","0","","","","","","",""
"891.3700000848621","","image-keyboard-response","36","2058549","0.0-10.0-2.6","l","35","Images/gun_3.png","76","0","1583087995035","match","gun","gun","sound","practice","true"
"null","","audio-keyboard-response","37","2060562","0.0-10.0-3.6","l","35","Sounds/correct.wav","null","0","","","","","","",""
"null","","audio-keyboard-response","38","2061479","0.0-10.0-0.7","l","35","Sounds/frog_sound.wav","null","0","","","","","","",""
"null","","html-keyboard-response","39","2062490","0.0-10.0-1.7","l","35","<p style=""font-size: 48px;"">+</p>","null","0","","","","","","",""
"746.7799999285489","","image-keyboard-response","40","2063238","0.0-10.0-2.7","l","35","Images/cat_orig.png","65","0","1583087999868","non-match","cat","frog","sound","practice","true"
