"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","match_key","participant_id","stimulus","key_press","block","stim_onset","match_type","image_category","sound_category","audio_type","phase","correct"
"3855.03500001505","{""Q0"":""05""}","survey-text","0","3888","0.0-0.0","a","05","","","","","","","","","",""
"31814.860000042245","","html-keyboard-response","1","35714","0.0-1.0","a","05","<p>Use KEYBOARD 2 (match LEFT)</p><p>Press MATCH to continue.</p>","65","","","","","","","",""
"14423.990000039339","","html-keyboard-response","2","50140","0.0-2.0","a","05","<p>Welcome to the experiment.</p>","122","","","","","","","",""
"33840.5849999981","","html-keyboard-response","3","83984","0.0-3.0","a","05","<p>Thank you for agreeing to participate in this study.</p><p>If during any part of the procedure you must stop for any reason, please inform the researcher that you do not wish to continue.</p>","32","","","","","","","",""
"1645.5049999058247","","html-keyboard-response","4","85631","0.0-4.0","a","05","<p>In this experiment, you will hear various words or sounds and see pictures of various animals and objects.</p><p>Most of the images will be of common everyday objects, such as cars, cats, cows, firearms, frogs, chickens, whistles, trains, motorcycles, and dogs.</p><p>Some of the images will be real-life stills, while others will be cartoons.</p>","32","","","","","","","",""
"1822.9200000641868","","html-keyboard-response","5","87455","0.0-5.0","a","05","<p>Sometimes, the word/sound will match the picture, for example you'll hear a meowing sound and see a cat.</p><p>Other times, the picture will not match the sound or word.</p><p>Your task is to decide as quickly as possible if the word/sound matches the picture or not. </p>","32","","","","","","","",""
"1150.9649999206886","","html-keyboard-response","6","88607","0.0-6.0","a","05","<p>For example, if you hear the word ""cat"" or hear a meowing sound, and then see a picture of a cat, you should press the MATCH key.</p><p> If the sound and image do not match, press the NOT-MATCH key to indicate that there is not a match.</p>","32","","","","","","","",""
"1702.7049999451265","","html-keyboard-response","7","90311","0.0-7.0","a","05","<p>If you make a mistake, you will hear a buzzing sound instead of a more pleasant sound.</p><p> Try to respond as quickly as possible, while making as few errors as possible. If you are making mistakes, you are probably rushing.</p>","32","","","","","","","",""
"1990.9099999349564","","html-keyboard-response","8","92303","0.0-8.0","a","05","<p>Please try to not move or blink your eyes during the presentation of the images. You can move and blink between images.</p><p>During the experiment there will be some breaks during which you can rest your eyes.</p>","32","","","","","","","",""
"1879.4350000098348","","html-keyboard-response","9","94183","0.0-9.0","a","05","<p>We will begin with 10 practice trials. Please let the experimenter know if you have any questions.</p>","32","","","","","","","",""
"null","","audio-keyboard-response","10","95215","0.0-10.0-0.0","a","05","Sounds/cow_label.wav","null","0","","","","","","",""
"null","","html-keyboard-response","11","96219","0.0-10.0-1.0","a","05","<p style=""font-size: 48px;"">+</p>","null","0","","","","","","",""
"4418.259999947622","","image-keyboard-response","12","100640","0.0-10.0-2.0","a","05","Images/cow_orig.png","65","0","1581378964698","match","cow","cow","label","practice","true"
"null","","audio-keyboard-response","13","102659","0.0-10.0-3.0","a","05","Sounds/correct.wav","null","0","","","","","","",""
"null","","audio-keyboard-response","14","103654","0.0-10.0-0.1","a","05","Sounds/cow_label.wav","null","0","","","","","","",""
"null","","html-keyboard-response","15","104652","0.0-10.0-1.1","a","05","<p style=""font-size: 48px;"">+</p>","null","0","","","","","","",""
"1577.4550000205636","","image-keyboard-response","16","106231","0.0-10.0-2.1","a","05","Images/cat_orig.png","76","0","1581378973132","non-match","cat","cow","label","practice","true"
"null","","audio-keyboard-response","17","108242","0.0-10.0-3.1","a","05","Sounds/correct.wav","null","0","","","","","","",""
"null","","audio-keyboard-response","18","108894","0.0-10.0-0.2","a","05","Sounds/dog_label.wav","null","0","","","","","","",""
"null","","html-keyboard-response","19","109886","0.0-10.0-1.2","a","05","<p style=""font-size: 48px;"">+</p>","null","0","","","","","","",""
"848.009999957867","","image-keyboard-response","20","110735","0.0-10.0-2.2","a","05","Images/dog_orig.png","65","0","1581378978365","match","dog","dog","label","practice","true"
"null","","audio-keyboard-response","21","112744","0.0-10.0-3.2","a","05","Sounds/correct.wav","null","0","","","","","","",""
"null","","audio-keyboard-response","22","113654","0.0-10.0-0.3","a","05","Sounds/frog_sound.wav","null","0","","","","","","",""
"null","","html-keyboard-response","23","114653","0.0-10.0-1.3","a","05","<p style=""font-size: 48px;"">+</p>","null","0","","","","","","",""
