"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","match_key","participant_id","stimulus","key_press","block","stim_onset","match_type","image_category","sound_category","audio_type","phase","correct"
"7472.330000018701","{""Q0"":""06""}","survey-text","0","7500","0.0-0.0","l","06","","","","","","","","","",""
"148360.1600000402","","html-keyboard-response","1","155863","0.0-1.0","l","06","<p>Use KEYBOARD 1 (match RIGHT)</p><p>Press MATCH to continue.</p>","76","","","","","","","",""
"2844110.480000032","","html-keyboard-response","2","2999907","0.0-2.0","l","06","<p>Welcome to the experiment.</p>","66","","","","","","","",""
"10155.054999981076","","html-keyboard-response","3","3010066","0.0-3.0","l","06","<p>Thank you for agreeing to participate in this study.</p><p>If during any part of the procedure you must stop for any reason, please inform the researcher that you do not wish to continue.</p>","32","","","","","","","",""
"20687.61500006076","","html-keyboard-response","4","3030755","0.0-4.0","l","06","<p>In this experiment, you will hear various words or sounds and see pictures of various animals and objects.</p><p>Most of the images will be of common everyday objects, such as cars, cats, cows, firearms, frogs, chickens, whistles, trains, motorcycles, and dogs.</p><p>Some of the images will be real-life stills, while others will be cartoons.</p>","32","","","","","","","",""
"15598.334999987856","","html-keyboard-response","5","3046354","0.0-5.0","l","06","<p>Sometimes, the word/sound will match the picture, for example you'll hear a meowing sound and see a cat.</p><p>Other times, the picture will not match the sound or word.</p><p>Your task is to decide as quickly as possible if the word/sound matches the picture or not. </p>","32","","","","","","","",""
"14494.444999960251","","html-keyboard-response","6","3060868","0.0-6.0","l","06","<p>For example, if you hear the word ""cat"" or hear a meowing sound, and then see a picture of a cat, you should press the MATCH key.</p><p> If the sound and image do not match, press the NOT-MATCH key to indicate that there is not a match.</p>","32","","","","","","","",""
"11695.11000008788","","html-keyboard-response","7","3072565","0.0-7.0","l","06","<p>If you make a mistake, you will hear a buzzing sound instead of a more pleasant sound.</p><p> Try to respond as quickly as possible, while making as few errors as possible. If you are making mistakes, you are probably rushing.</p>","32","","","","","","","",""
"11550.32499996014","","html-keyboard-response","8","3084116","0.0-8.0","l","06","<p>Please try to not move or blink your eyes during the presentation of the images. You can move and blink between images.</p><p>During the experiment there will be some breaks during which you can rest your eyes.</p>","32","","","","","","","",""
"113935.64500007778","","html-keyboard-response","9","3198057","0.0-9.0","l","06","<p>We will begin with 10 practice trials. Please let the experimenter know if you have any questions.</p>","32","","","","","","","",""
"null","","audio-keyboard-response","10","3199158","0.0-10.0-0.0","l","06","Sounds/car_sound.wav","null","0","","","","","","",""
"null","","html-keyboard-response","11","3200153","0.0-10.0-1.0","l","06","<p style=""font-size: 48px;"">+</p>","null","0","","","","","","",""
"894.0799999982119","","image-keyboard-response","12","3201049","0.0-10.0-2.0","l","06","Images/car_2.png","76","0","1581389916946","match","car","car","sound","practice","true"
"null","","audio-keyboard-response","13","3203067","0.0-10.0-3.0","l","06","Sounds/correct.wav","null","0","","","","","","",""
"null","","audio-keyboard-response","14","3204078","0.0-10.0-0.1","l","06","Sounds/cow_sound.wav","null","0","","","","","","",""
"null","","html-keyboard-response","15","3205070","0.0-10.0-1.1","l","06","<p style=""font-size: 48px;"">+</p>","null","0","","","","","","",""
"841.7050000280142","","image-keyboard-response","16","3205913","0.0-10.0-2.1","l","06","Images/cow_1.png","76","0","1581389921863","match","cow","cow","sound","practice","true"
"null","","audio-keyboard-response","17","3207923","0.0-10.0-3.1","l","06","Sounds/correct.wav","null","0","","","","","","",""
"null","","audio-keyboard-response","18","3208498","0.0-10.0-0.2","l","06","Sounds/gun_sound.wav","null","0","","","","","","",""
