"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","match_key","participant_id","stimulus","key_press","block","stim_onset","match_type","image_category","sound_category","audio_type","phase","correct"
"12572.294999961741","{""Q0"":""COGS219_2020_29""}","survey-text","0","12627","0.0-0.0","a","COGS219_2020_29","","","","","","","","","",""
"37629.650000017136","","html-keyboard-response","1","50269","0.0-1.0","a","COGS219_2020_29","<p>Use KEYBOARD 2 (match LEFT)</p><p>Press MATCH to continue.</p>","65","","","","","","","",""
"2754077.410000027","","html-keyboard-response","2","2804659","0.0-2.0","a","COGS219_2020_29","<p>Welcome to the experiment.</p>","32","","","","","","","",""
"3063.345000031404","","html-keyboard-response","3","2807728","0.0-3.0","a","COGS219_2020_29","<p>Thank you for agreeing to participate in this study.</p><p>If during any part of the procedure you must stop for any reason, please inform the researcher that you do not wish to continue.</p>","32","","","","","","","",""
"2807.024999987334","","html-keyboard-response","4","2810536","0.0-4.0","a","COGS219_2020_29","<p>In this experiment, you will hear various words or sounds and see pictures of various animals and objects.</p><p>Most of the images will be of common everyday objects, such as cars, cats, cows, firearms, frogs, chickens, whistles, trains, motorcycles, and dogs.</p><p>Some of the images will be real-life stills, while others will be cartoons.</p>","32","","","","","","","",""
"25567.775000003166","","html-keyboard-response","5","2836099","0.0-5.0","a","COGS219_2020_29","<p>Sometimes, the word/sound will match the picture, for example you'll hear a meowing sound and see a cat.</p><p>Other times, the picture will not match the sound or word.</p><p>Your task is to decide as quickly as possible if the word/sound matches the picture or not. </p>","32","","","","","","","",""
"15286.410000058822","","html-keyboard-response","6","2851387","0.0-6.0","a","COGS219_2020_29","<p>For example, if you hear the word ""cat"" or hear a meowing sound, and then see a picture of a cat, you should press the MATCH key.</p><p> If the sound and image do not match, press the NOT-MATCH key to indicate that there is not a match.</p>","32","","","","","","","",""
"14910.24999995716","","html-keyboard-response","7","2866298","0.0-7.0","a","COGS219_2020_29","<p>If you make a mistake, you will hear a buzzing sound instead of a more pleasant sound.</p><p> Try to respond as quickly as possible, while making as few errors as possible. If you are making mistakes, you are probably rushing.</p>","32","","","","","","","",""
"12238.6749999132","","html-keyboard-response","8","2878538","0.0-8.0","a","COGS219_2020_29","<p>Please try to not move or blink your eyes during the presentation of the images. You can move and blink between images.</p><p>During the experiment there will be some breaks during which you can rest your eyes.</p>","32","","","","","","","",""
"7790.969999972731","","html-keyboard-response","9","2886330","0.0-9.0","a","COGS219_2020_29","<p>We will begin with 10 practice trials. Please let the experimenter know if you have any questions.</p>","32","","","","","","","",""
"null","","audio-keyboard-response","10","2887119","0.0-10.0-0.0","a","COGS219_2020_29","Sounds/rooster_label.wav","null","0","","","","","","",""
"null","","html-keyboard-response","11","2888114","0.0-10.0-1.0","a","COGS219_2020_29","<p style=""font-size: 48px;"">+</p>","null","0","","","","","","",""
"1053.7799999583513","","image-keyboard-response","12","2889170","0.0-10.0-2.0","a","COGS219_2020_29","Images/rooster_3.png","65","0","1582842207754","match","rooster","rooster","label","practice","true"
"null","","audio-keyboard-response","13","2891185","0.0-10.0-3.0","a","COGS219_2020_29","Sounds/correct.wav","null","0","","","","","","",""
"null","","audio-keyboard-response","14","2892459","0.0-10.0-0.1","a","COGS219_2020_29","Sounds/train_label.wav","null","0","","","","","","",""
"null","","html-keyboard-response","15","2893465","0.0-10.0-1.1","a","COGS219_2020_29","<p style=""font-size: 48px;"">+</p>","null","0","","","","","","",""
"719.8649999918416","","image-keyboard-response","16","2894186","0.0-10.0-2.1","a","COGS219_2020_29","Images/rooster_orig.png","76","0","1582842213104","non-match","rooster","train","label","practice","true"
"null","","audio-keyboard-response","17","2896196","0.0-10.0-3.1","a","COGS219_2020_29","Sounds/correct.wav","null","0","","","","","","",""
"null","","audio-keyboard-response","18","2896764","0.0-10.0-0.2","a","COGS219_2020_29","Sounds/gun_label.wav","null","0","","","","","","",""
"null","","html-keyboard-response","19","2897754","0.0-10.0-1.2","a","COGS219_2020_29","<p style=""font-size: 48px;"">+</p>","null","0","","","","","","",""
"412.6549999928102","","image-keyboard-response","20","2898168","0.0-10.0-2.2","a","COGS219_2020_29","Images/gun_1.png","65","0","1582842217393","match","gun","gun","label","practice","true"
"null","","audio-keyboard-response","21","2900172","0.0-10.0-3.2","a","COGS219_2020_29","Sounds/correct.wav","null","0","","","","","","",""
"null","","audio-keyboard-response","22","2900864","0.0-10.0-0.3","a","COGS219_2020_29","Sounds/rooster_sound.wav","null","0","","","","","","",""
"null","","html-keyboard-response","23","2901854","0.0-10.0-1.3","a","COGS219_2020_29","<p style=""font-size: 48px;"">+</p>","null","0","","","","","","",""
"416.9549999060109","","image-keyboard-response","24","2902272","0.0-10.0-2.3","a","COGS219_2020_29","Images/rooster_1.png","65","0","1582842221493","match","rooster","rooster","sound","practice","true"
"null","","audio-keyboard-response","25","2904287","0.0-10.0-3.3","a","COGS219_2020_29","Sounds/correct.wav","null","0","","","","","","",""
"null","","audio-keyboard-response","26","2905584","0.0-10.0-0.4","a","COGS219_2020_29","Sounds/train_sound.wav","null","0","","","","","","",""
"null","","html-keyboard-response","27","2906587","0.0-10.0-1.4","a","COGS219_2020_29","<p style=""font-size: 48px;"">+</p>","null","0","","","","","","",""
"690.6550000421703","","image-keyboard-response","28","2907280","0.0-10.0-2.4","a","COGS219_2020_29","Images/train_1.png","76","0","1582842226227","match","train","train","sound","practice","false"
