"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","match_key","participant_id","stimulus","key_press","block","stim_onset","match_type","image_category","sound_category","audio_type","phase","correct"
"13401.485000000008","{""Q0"":""COGS219_2020_10""}","survey-text","0","13453","0.0-0.0","a","COGS219_2020_10","","","","","","","","","",""
"48867.42999999998","","html-keyboard-response","1","62318","0.0-1.0","a","COGS219_2020_10","<p>Use KEYBOARD 2 (match LEFT)</p><p>Press MATCH to continue.</p>","65","","","","","","","",""
"1462878.3","","html-keyboard-response","2","1525568","0.0-2.0","a","COGS219_2020_10","<p>Welcome to the experiment.</p>","13","","","","","","","",""
"10980.449999999953","","html-keyboard-response","3","1536552","0.0-3.0","a","COGS219_2020_10","<p>Thank you for agreeing to participate in this study.</p><p>If during any part of the procedure you must stop for any reason, please inform the researcher that you do not wish to continue.</p>","13","","","","","","","",""
"19455.38500000001","","html-keyboard-response","4","1556007","0.0-4.0","a","COGS219_2020_10","<p>In this experiment, you will hear various words or sounds and see pictures of various animals and objects.</p><p>Most of the images will be of common everyday objects, such as cars, cats, cows, firearms, frogs, chickens, whistles, trains, motorcycles, and dogs.</p><p>Some of the images will be real-life stills, while others will be cartoons.</p>","13","","","","","","","",""
"15703.255000000121","","html-keyboard-response","5","1571711","0.0-5.0","a","COGS219_2020_10","<p>Sometimes, the word/sound will match the picture, for example you'll hear a meowing sound and see a cat.</p><p>Other times, the picture will not match the sound or word.</p><p>Your task is to decide as quickly as possible if the word/sound matches the picture or not. </p>","13","","","","","","","",""
"42919.070000000065","","html-keyboard-response","6","1614631","0.0-6.0","a","COGS219_2020_10","<p>For example, if you hear the word ""cat"" or hear a meowing sound, and then see a picture of a cat, you should press the MATCH key.</p><p> If the sound and image do not match, press the NOT-MATCH key to indicate that there is not a match.</p>","13","","","","","","","",""
"12887.610000000102","","html-keyboard-response","7","1627509","0.0-7.0","a","COGS219_2020_10","<p>If you make a mistake, you will hear a buzzing sound instead of a more pleasant sound.</p><p> Try to respond as quickly as possible, while making as few errors as possible. If you are making mistakes, you are probably rushing.</p>","13","","","","","","","",""
"11214.929999999935","","html-keyboard-response","8","1638725","0.0-8.0","a","COGS219_2020_10","<p>Please try to not move or blink your eyes during the presentation of the images. You can move and blink between images.</p><p>During the experiment there will be some breaks during which you can rest your eyes.</p>","13","","","","","","","",""
"27695.22499999986","","html-keyboard-response","9","1666421","0.0-9.0","a","COGS219_2020_10","<p>We will begin with 10 practice trials. Please let the experimenter know if you have any questions.</p>","32","","","","","","","",""
