"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","match_key","participant_id","stimulus","key_press","block","stim_onset","match_type","image_category","sound_category","audio_type","phase","correct"
"37000.46499999007","{""Q0"":""COGS219_2020_15""}","survey-text","0","37032","0.0-0.0","l","COGS219_2020_15","","","","","","","","","",""
"116373.41500000912","","html-keyboard-response","1","153526","0.0-1.0","l","COGS219_2020_15","<p>Use KEYBOARD 1 (match RIGHT)</p><p>Press MATCH to continue.</p>","76","","","","","","","",""
"2120109.0649999967","","html-keyboard-response","2","2273841","0.0-2.0","l","COGS219_2020_15","<p>Welcome to the experiment.</p>","32","","","","","","","",""
"5299.044999992475","","html-keyboard-response","3","2279147","0.0-3.0","l","COGS219_2020_15","<p>Thank you for agreeing to participate in this study.</p><p>If during any part of the procedure you must stop for any reason, please inform the researcher that you do not wish to continue.</p>","32","","","","","","","",""
"10351.165000000037","","html-keyboard-response","4","2289499","0.0-4.0","l","COGS219_2020_15","<p>In this experiment, you will hear various words or sounds and see pictures of various animals and objects.</p><p>Most of the images will be of common everyday objects, such as cars, cats, cows, firearms, frogs, chickens, whistles, trains, motorcycles, and dogs.</p><p>Some of the images will be real-life stills, while others will be cartoons.</p>","32","","","","","","","",""
"8143.2050000000745","","html-keyboard-response","5","2297643","0.0-5.0","l","COGS219_2020_15","<p>Sometimes, the word/sound will match the picture, for example you'll hear a meowing sound and see a cat.</p><p>Other times, the picture will not match the sound or word.</p><p>Your task is to decide as quickly as possible if the word/sound matches the picture or not. </p>","32","","","","","","","",""
"8895.440000007395","","html-keyboard-response","6","2306538","0.0-6.0","l","COGS219_2020_15","<p>For example, if you hear the word ""cat"" or hear a meowing sound, and then see a picture of a cat, you should press the MATCH key.</p><p> If the sound and image do not match, press the NOT-MATCH key to indicate that there is not a match.</p>","65","","","","","","","",""
"7886.8849999997765","","html-keyboard-response","7","2314425","0.0-7.0","l","COGS219_2020_15","<p>If you make a mistake, you will hear a buzzing sound instead of a more pleasant sound.</p><p> Try to respond as quickly as possible, while making as few errors as possible. If you are making mistakes, you are probably rushing.</p>","32","","","","","","","",""
"6175.484999999404","","html-keyboard-response","8","2320602","0.0-8.0","l","COGS219_2020_15","<p>Please try to not move or blink your eyes during the presentation of the images. You can move and blink between images.</p><p>During the experiment there will be some breaks during which you can rest your eyes.</p>","76","","","","","","","",""
"4671.0750000053085","","html-keyboard-response","9","2325273","0.0-9.0","l","COGS219_2020_15","<p>We will begin with 10 practice trials. Please let the experimenter know if you have any questions.</p>","32","","","","","","","",""
"null","","audio-keyboard-response","10","2326777","0.0-10.0-0.0","l","COGS219_2020_15","Sounds/car_label.wav","null","0","","","","","","",""
"null","","html-keyboard-response","11","2327773","0.0-10.0-1.0","l","COGS219_2020_15","<p style=""font-size: 48px;"">+</p>","null","0","","","","","","",""
"2923.8499999917112","","image-keyboard-response","12","2330698","0.0-10.0-2.0","l","COGS219_2020_15","Images/gun_cartoon.png","65","0","1581875208383","non-match","gun","car","label","practice","true"
"null","","audio-keyboard-response","13","2332713","0.0-10.0-3.0","l","COGS219_2020_15","Sounds/correct.wav","null","0","","","","","","",""
"null","","audio-keyboard-response","14","2333397","0.0-10.0-0.1","l","COGS219_2020_15","Sounds/rooster_sound.wav","null","0","","","","","","",""
"null","","html-keyboard-response","15","2334390","0.0-10.0-1.1","l","COGS219_2020_15","<p style=""font-size: 48px;"">+</p>","null","0","","","","","","",""
"2146.0099999969825","","image-keyboard-response","16","2336537","0.0-10.0-2.1","l","COGS219_2020_15","Images/dog_1.png","65","0","1581875215000","non-match","dog","rooster","sound","practice","true"
"null","","audio-keyboard-response","17","2338550","0.0-10.0-3.1","l","COGS219_2020_15","Sounds/correct.wav","null","0","","","","","","",""
"null","","audio-keyboard-response","18","2339377","0.0-10.0-0.2","l","COGS219_2020_15","Sounds/cat_label.wav","null","0","","","","","","",""
"null","","html-keyboard-response","19","2340373","0.0-10.0-1.2","l","COGS219_2020_15","<p style=""font-size: 48px;"">+</p>","null","0","","","","","","",""
"756.2049999977462","","image-keyboard-response","20","2341130","0.0-10.0-2.2","l","COGS219_2020_15","Images/cat_2.png","76","0","1581875220983","match","cat","cat","label","practice","true"
"null","","audio-keyboard-response","21","2343144","0.0-10.0-3.2","l","COGS219_2020_15","Sounds/correct.wav","null","0","","","","","","",""
"null","","audio-keyboard-response","22","2344157","0.0-10.0-0.3","l","COGS219_2020_15","Sounds/cow_sound.wav","null","0","","","","","","",""
"null","","html-keyboard-response","23","2345156","0.0-10.0-1.3","l","COGS219_2020_15","<p style=""font-size: 48px;"">+</p>","null","0","","","","","","",""
"996.1600000094622","","image-keyboard-response","24","2346153","0.0-10.0-2.3","l","COGS219_2020_15","Images/train_3.png","65","0","1581875225766","non-match","train","cow","sound","practice","true"
"null","","audio-keyboard-response","25","2348163","0.0-10.0-3.3","l","COGS219_2020_15","Sounds/correct.wav","null","0","","","","","","",""
"null","","audio-keyboard-response","26","2348737","0.0-10.0-0.4","l","COGS219_2020_15","Sounds/gun_sound.wav","null","0","","","","","","",""
