"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","match_key","participant_id","stimulus","key_press","block","stim_onset","match_type","image_category","sound_category","audio_type","phase","correct"
"18992.87000000004","{""Q0"":""38""}","survey-text","0","19039","0.0-0.0","l","38","","","","","","","","","",""
"45329.09500000005","","html-keyboard-response","1","64384","0.0-1.0","l","38","<p>Use KEYBOARD 1 (match RIGHT)</p><p>Press MATCH to continue.</p>","76","","","","","","","",""
"2053233.7399999995","","html-keyboard-response","2","2117621","0.0-2.0","l","38","<p>Welcome to the experiment.</p>","76","","","","","","","",""
"9496.80499999877","","html-keyboard-response","3","2127124","0.0-3.0","l","38","<p>Thank you for agreeing to participate in this study.</p><p>If during any part of the procedure you must stop for any reason, please inform the researcher that you do not wish to continue.</p>","76","","","","","","","",""
"14654.77000000095","","html-keyboard-response","4","2141780","0.0-4.0","l","38","<p>In this experiment, you will hear various words or sounds and see pictures of various animals and objects.</p><p>Most of the images will be of common everyday objects, such as cars, cats, cows, firearms, frogs, chickens, whistles, trains, motorcycles, and dogs.</p><p>Some of the images will be real-life stills, while others will be cartoons.</p>","76","","","","","","","",""
"12286.679999999236","","html-keyboard-response","5","2154068","0.0-5.0","l","38","<p>Sometimes, the word/sound will match the picture, for example you'll hear a meowing sound and see a cat.</p><p>Other times, the picture will not match the sound or word.</p><p>Your task is to decide as quickly as possible if the word/sound matches the picture or not. </p>","76","","","","","","","",""
"11118.855000000447","","html-keyboard-response","6","2165181","0.0-6.0","l","38","<p>For example, if you hear the word ""cat"" or hear a meowing sound, and then see a picture of a cat, you should press the MATCH key.</p><p> If the sound and image do not match, press the NOT-MATCH key to indicate that there is not a match.</p>","65","","","","","","","",""
"10062.764999998733","","html-keyboard-response","7","2175246","0.0-7.0","l","38","<p>If you make a mistake, you will hear a buzzing sound instead of a more pleasant sound.</p><p> Try to respond as quickly as possible, while making as few errors as possible. If you are making mistakes, you are probably rushing.</p>","76","","","","","","","",""
"9693.98499999987","","html-keyboard-response","8","2184941","0.0-8.0","l","38","<p>Please try to not move or blink your eyes during the presentation of the images. You can move and blink between images.</p><p>During the experiment there will be some breaks during which you can rest your eyes.</p>","76","","","","","","","",""
"7742.810000000056","","html-keyboard-response","9","2192685","0.0-9.0","l","38","<p>We will begin with 10 practice trials. Please let the experimenter know if you have any questions.</p>","76","","","","","","","",""
