"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","match_key","participant_id","stimulus","key_press","block","stim_onset","match_type","image_category","sound_category","audio_type","phase","correct"
"11615.570000023581","{""Q0"":""COGS219_2020_27""}","survey-text","0","11647","0.0-0.0","a","COGS219_2020_27","","","","","","","","","",""
"137138.62500002142","","html-keyboard-response","1","148800","0.0-1.0","a","COGS219_2020_27","<p>Use KEYBOARD 2 (match LEFT)</p><p>Press MATCH to continue.</p>","65","","","","","","","",""
"2151949.5500000194","","html-keyboard-response","2","2301041","0.0-2.0","a","COGS219_2020_27","<p>Welcome to the experiment.</p>","39","","","","","","","",""
"6792.320000007749","","html-keyboard-response","3","2307839","0.0-3.0","a","COGS219_2020_27","<p>Thank you for agreeing to participate in this study.</p><p>If during any part of the procedure you must stop for any reason, please inform the researcher that you do not wish to continue.</p>","39","","","","","","","",""
"16959.335000021383","","html-keyboard-response","4","2324800","0.0-4.0","a","COGS219_2020_27","<p>In this experiment, you will hear various words or sounds and see pictures of various animals and objects.</p><p>Most of the images will be of common everyday objects, such as cars, cats, cows, firearms, frogs, chickens, whistles, trains, motorcycles, and dogs.</p><p>Some of the images will be real-life stills, while others will be cartoons.</p>","39","","","","","","","",""
"19174.570000031963","","html-keyboard-response","5","2343976","0.0-5.0","a","COGS219_2020_27","<p>Sometimes, the word/sound will match the picture, for example you'll hear a meowing sound and see a cat.</p><p>Other times, the picture will not match the sound or word.</p><p>Your task is to decide as quickly as possible if the word/sound matches the picture or not. </p>","39","","","","","","","",""
"14007.055000052787","","html-keyboard-response","6","2357984","0.0-6.0","a","COGS219_2020_27","<p>For example, if you hear the word ""cat"" or hear a meowing sound, and then see a picture of a cat, you should press the MATCH key.</p><p> If the sound and image do not match, press the NOT-MATCH key to indicate that there is not a match.</p>","39","","","","","","","",""
"13030.525000067428","","html-keyboard-response","7","2371015","0.0-7.0","a","COGS219_2020_27","<p>If you make a mistake, you will hear a buzzing sound instead of a more pleasant sound.</p><p> Try to respond as quickly as possible, while making as few errors as possible. If you are making mistakes, you are probably rushing.</p>","39","","","","","","","",""
"61527.46000001207","","html-keyboard-response","8","2432534","0.0-8.0","a","COGS219_2020_27","<p>Please try to not move or blink your eyes during the presentation of the images. You can move and blink between images.</p><p>During the experiment there will be some breaks during which you can rest your eyes.</p>","39","","","","","","","",""
"6109.884999925271","","html-keyboard-response","9","2438645","0.0-9.0","a","COGS219_2020_27","<p>We will begin with 10 practice trials. Please let the experimenter know if you have any questions.</p>","32","","","","","","","",""
