"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","match_key","participant_id","stimulus","key_press","block","stim_onset","match_type","image_category","sound_category","audio_type","phase","correct"
"10809.40000000001","{""Q0"":""COGS219_2020_37""}","survey-text","0","10846","0.0-0.0","l","COGS219_2020_37","","","","","","","","","",""
"16827.069999999992","","html-keyboard-response","1","27685","0.0-1.0","l","COGS219_2020_37","<p>Use KEYBOARD 1 (match RIGHT)</p><p>Press MATCH to continue.</p>","76","","","","","","","",""
"1580260.4300000002","","html-keyboard-response","2","1608660","0.0-2.0","l","COGS219_2020_37","<p>Welcome to the experiment.</p>","39","","","","","","","",""
"15075.824999999953","","html-keyboard-response","3","1623743","0.0-3.0","l","COGS219_2020_37","<p>Thank you for agreeing to participate in this study.</p><p>If during any part of the procedure you must stop for any reason, please inform the researcher that you do not wish to continue.</p>","39","","","","","","","",""
"17518.534999999916","","html-keyboard-response","4","1641263","0.0-4.0","l","COGS219_2020_37","<p>In this experiment, you will hear various words or sounds and see pictures of various animals and objects.</p><p>Most of the images will be of common everyday objects, such as cars, cats, cows, firearms, frogs, chickens, whistles, trains, motorcycles, and dogs.</p><p>Some of the images will be real-life stills, while others will be cartoons.</p>","39","","","","","","","",""
"12767.065000000177","","html-keyboard-response","5","1654032","0.0-5.0","l","COGS219_2020_37","<p>Sometimes, the word/sound will match the picture, for example you'll hear a meowing sound and see a cat.</p><p>Other times, the picture will not match the sound or word.</p><p>Your task is to decide as quickly as possible if the word/sound matches the picture or not. </p>","39","","","","","","","",""
"10238.605000000214","","html-keyboard-response","6","1664271","0.0-6.0","l","COGS219_2020_37","<p>For example, if you hear the word ""cat"" or hear a meowing sound, and then see a picture of a cat, you should press the MATCH key.</p><p> If the sound and image do not match, press the NOT-MATCH key to indicate that there is not a match.</p>","39","","","","","","","",""
"11872.069999999832","","html-keyboard-response","7","1676145","0.0-7.0","l","COGS219_2020_37","<p>If you make a mistake, you will hear a buzzing sound instead of a more pleasant sound.</p><p> Try to respond as quickly as possible, while making as few errors as possible. If you are making mistakes, you are probably rushing.</p>","39","","","","","","","",""
"62685.19999999995","","html-keyboard-response","8","1738831","0.0-8.0","l","COGS219_2020_37","<p>Please try to not move or blink your eyes during the presentation of the images. You can move and blink between images.</p><p>During the experiment there will be some breaks during which you can rest your eyes.</p>","76","","","","","","","",""
"5054.494999999879","","html-keyboard-response","9","1743887","0.0-9.0","l","COGS219_2020_37","<p>We will begin with 10 practice trials. Please let the experimenter know if you have any questions.</p>","76","","","","","","","",""
"null","","audio-keyboard-response","10","1745033","0.0-10.0-0.0","l","COGS219_2020_37","Sounds/cow_label.wav","null","0","","","","","","",""
"null","","html-keyboard-response","11","1746036","0.0-10.0-1.0","l","COGS219_2020_37","<p style=""font-size: 48px;"">+</p>","null","0","","","","","","",""
"905.1449999997858","","image-keyboard-response","12","1746943","0.0-10.0-2.0","l","COGS219_2020_37","Images/rooster_orig.png","65","0","1583109801059","non-match","rooster","cow","label","practice","true"
"null","","audio-keyboard-response","13","1748946","0.0-10.0-3.0","l","COGS219_2020_37","Sounds/correct.wav","null","0","","","","","","",""
"null","","audio-keyboard-response","14","1750033","0.0-10.0-0.1","l","COGS219_2020_37","Sounds/car_sound.wav","null","0","","","","","","",""
"null","","html-keyboard-response","15","1751036","0.0-10.0-1.1","l","COGS219_2020_37","<p style=""font-size: 48px;"">+</p>","null","0","","","","","","",""
"786.2849999999162","","image-keyboard-response","16","1751824","0.0-10.0-2.1","l","COGS219_2020_37","Images/car_2.png","76","0","1583109806059","match","car","car","sound","practice","true"
"null","","audio-keyboard-response","17","1753829","0.0-10.0-3.1","l","COGS219_2020_37","Sounds/correct.wav","null","0","","","","","","",""
"null","","audio-keyboard-response","18","1754533","0.0-10.0-0.2","l","COGS219_2020_37","Sounds/dog_sound.wav","null","0","","","","","","",""
"null","","html-keyboard-response","19","1755536","0.0-10.0-1.2","l","COGS219_2020_37","<p style=""font-size: 48px;"">+</p>","null","0","","","","","","",""
"733.5299999997951","","image-keyboard-response","20","1756271","0.0-10.0-2.2","l","COGS219_2020_37","Images/dog_orig.png","76","0","1583109810560","match","dog","dog","sound","practice","true"
"null","","audio-keyboard-response","21","1758274","0.0-10.0-3.2","l","COGS219_2020_37","Sounds/correct.wav","null","0","","","","","","",""
